Gene_Symbol	KEGG_Gene_ID
ZK546.2	cel:CELE_ZK546.2
ZK546.4	cel:CELE_ZK546.4
swsn-6	cel:CELE_ZK616.4
perm-3	cel:CELE_ZK616.6
pmt-1	cel:CELE_ZK622.3
ZK686.3	cel:CELE_ZK686.3
pcp-5	cel:CELE_ZK688.6
fbn-1	cel:CELE_ZK783.1
upp-1	cel:CELE_ZK783.2
ZK813.1	cel:CELE_ZK813.1
ZK813.3	cel:CELE_ZK813.3
ZK973.11	cel:CELE_ZK973.11
ZK1055.6	cel:CELE_ZK1055.6
ZK1055.7	cel:CELE_ZK1055.7
cth-2	cel:CELE_ZK1127.10
ZK1193.2	cel:CELE_ZK1193.2
ZK1290.11	cel:CELE_ZK1290.11
R06F6.12	cel:CELE_R06F6.12
C53D6.10	cel:CELE_C53D6.10
try-9	cel:CELE_B0286.6
K12B6.9	cel:CELE_K12B6.9
mrps-24	cel:CELE_F33D4.8
nbet-1	cel:CELE_Y59E9AL.7
C02D5.4	cel:CELE_C02D5.4
C09H10.4	cel:CELE_C09H10.4
gip-2	cel:CELE_C45G3.5
cisd-1	cel:CELE_W02B12.15
Y17G7B.23	cel:CELE_Y17G7B.23
tag-244	cel:CELE_C34H4.3
D1086.10	cel:CELE_D1086.10
D1086.11	cel:CELE_D1086.11
fitm-2	cel:CELE_ZK265.9
F58G6.9	cel:CELE_F58G6.9
F43D2.6	cel:CELE_F43D2.6
T13F3.8	cel:CELE_T13F3.8
F26D10.13	cel:CELE_F26D10.13
W02A2.9	cel:CELE_W02A2.9
C01B10.11	cel:CELE_C01B10.11
D1022.9	cel:CELE_D1022.9
tag-267	cel:CELE_W06E11.2
clec-36	cel:CELE_T20B3.16
W02D7.12	cel:CELE_W02D7.12
Y49F6B.13	cel:CELE_Y49F6B.13
ZK1248.20	cel:CELE_ZK1248.20
C18H7.11	cel:CELE_C18H7.11
F56D6.13	cel:CELE_F56D6.13
F41F3.8	cel:CELE_F41F3.8
K11D12.13	cel:CELE_K11D12.13
ZK813.6	cel:CELE_ZK813.6
F23G4.1	cel:CELE_F23G4.1
T24C4.8	cel:CELE_T24C4.8
arid-1	cel:CELE_Y108G3AL.7
F52E1.14	cel:CELE_F52E1.14
pals-11	cel:CELE_C17H1.13
ttr-45	cel:CELE_JC8.14
crb-3	cel:CELE_C35B8.4
F13H10.8	cel:CELE_F13H10.8
F59C6.14	cel:CELE_F59C6.14
K07A1.17	cel:CELE_K07A1.17
ule-2	cel:CELE_F13G11.3
K12C11.6	cel:CELE_K12C11.6
K12C11.7	cel:CELE_K12C11.7
Y37A1A.4	cel:CELE_Y37A1A.4
aho-3	cel:CELE_K04G2.2
ttr-42	cel:CELE_H01M10.3
F07G6.10	cel:CELE_F07G6.10
D1086.17	cel:CELE_D1086.17
F28B1.9	cel:CELE_F28B1.9
sup-46	cel:CELE_C25A1.4
Y37H2A.14	cel:CELE_Y37H2A.14
F15B9.10	cel:CELE_F15B9.10
F49D11.10	cel:CELE_F49D11.10
F30A10.14	cel:CELE_F30A10.14
C33F10.14	cel:CELE_C33F10.14
M106.8	cel:CELE_M106.8
C45B11.8	cel:CELE_C45B11.8
poml-3	cel:CELE_E01A2.10
C41G7.9	-
ZK355.8	cel:CELE_ZK355.8
R07B1.13	cel:CELE_R07B1.13
pals-37	cel:CELE_C54D10.14
F17C8.9	cel:CELE_F17C8.9
Y6G8.15	cel:CELE_Y6G8.15
Y54G2A.57	cel:CELE_Y54G2A.57
Y57G11C.1130	cel:CELE_Y57G11C.1130
ZC204.17	cel:CELE_ZC204.17
T05B4.14	cel:CELE_T05B4.14
ZK809.9	cel:CELE_ZK809.9
C41D11.10	cel:CELE_C41D11.10
emc-5	cel:CELE_B0334.15
F27E5.9	cel:CELE_F27E5.9
ZK105.13	cel:CELE_ZK105.13
T06A10.107	cel:CELE_T06A10.107
Y50D4A.10	cel:CELE_Y50D4A.10
F49F1.18	cel:CELE_F49F1.18
Y41C4A.32	cel:CELE_Y41C4A.11
K04A8.21	cel:CELE_K04A8.8
Y46B2A.4	-
F53E2.2	cel:CELE_F53E2.2
F02A9.10	-
T24D1.7	-
R07E5.19	-
Y49F6B.20	-
H40L08.9	-
T24H7.9	-
T12A2.21	cel:CELE_T12A2.5
T24H7.5	-	
