Gene_Symbol	KEGG_Gene_ID
K02E2.1	cel:CELE_K02E2.1
K03A11.5	cel:CELE_K03A11.5
K03D3.5	cel:CELE_K03D3.5
ttr-3	cel:CELE_K03H1.3
ttr-2	cel:CELE_K03H1.4
K03H1.12	cel:CELE_K03H1.12
rack-1	cel:CELE_K04D7.1
eif-2beta	cel:CELE_K04G2.1
K04G2.4	cel:CELE_K04G2.4
ath-1	cel:CELE_K04G2.5
vacl-14	cel:CELE_K04G2.6
K04H8.3	cel:CELE_K04H8.3
K05C4.2	cel:CELE_K05C4.2
K06G5.1	cel:CELE_K06G5.1
K07A1.5	cel:CELE_K07A1.5
K07A1.6	cel:CELE_K07A1.6
egg-6	cel:CELE_K07A12.2
K07C5.2	cel:CELE_K07C5.2
nol-56	cel:CELE_K07C5.4
K07F5.12	cel:CELE_K07F5.12
crml-1	cel:CELE_K07G5.1
K08C9.2	cel:CELE_K08C9.2
K08D8.4	cel:CELE_K08D8.4
K08D8.6	cel:CELE_K08D8.6
dbn-1	cel:CELE_K08E3.4
K08E3.5	-
K08E4.3	cel:CELE_K08E4.3
K08E4.6	-
eak-7	cel:CELE_K08E7.1
K08E7.5	cel:CELE_K08E7.5
gtbp-1	cel:CELE_K08F4.2
K08F4.3	cel:CELE_K08F4.3
K08F4.5	cel:CELE_K08F4.5
aipl-1	cel:CELE_K08F9.2
uda-1	cel:CELE_K08H10.4
ent-2	cel:CELE_K09A9.3
uso-1	cel:CELE_K09B11.9
K09C8.2	cel:CELE_K09C8.2
erv-46	cel:CELE_K09E9.2
K09G1.1	cel:CELE_K09G1.1
istr-1	cel:CELE_K10C8.3
K10D3.4	cel:CELE_K10D3.4
dod-17	cel:CELE_K10D11.1
K10D11.3	cel:CELE_K10D11.3
K10D11.4	cel:CELE_K10D11.4
K10D11.6	cel:CELE_K10D11.6
cysl-2	cel:CELE_K10H10.2
asah-1	cel:CELE_K11D2.2
K11E4.1	cel:CELE_K11E4.1
gpdh-2	cel:CELE_K11H3.1
top-2	cel:CELE_K12D12.1
sodh-1	cel:CELE_K12G11.3
LLC1.2	-
dld-1	cel:CELE_LLC1.3
M01A8.1	cel:CELE_M01A8.1
M01F1.4	cel:CELE_M01F1.4
hmit-1.3	cel:CELE_M01F1.5
M02B1.4	cel:CELE_M02B1.4
mct-3	cel:CELE_M03B6.2
ymel-1	cel:CELE_M03C11.5
M05B5.4	cel:CELE_M05B5.4
lact-4	cel:CELE_M05D6.4
M05D6.6	-
M7.9	cel:CELE_M7.9
M7.10	cel:CELE_M7.10
ddb-1	cel:CELE_M18.5
M28.5	-
lact-3	cel:CELE_M28.6
M28.8	cel:CELE_M28.8
M28.9	cel:CELE_M28.9
M28.10	cel:CELE_M28.10
ugt-62	cel:CELE_M88.1
gss-1	cel:CELE_M176.2
M176.10	cel:CELE_M176.10
clec-190	cel:CELE_M199.4
ctc-2	cel:COX2
R02D5.7	cel:CELE_R02D5.7
nkat-3	cel:CELE_R03A10.4
vha-20	cel:CELE_R03E1.2
lgc-25	cel:CELE_R03E1.3
R03G8.6	cel:CELE_R03G8.6
ugt-47	cel:CELE_R04B5.9
R04F11.2	cel:CELE_R04F11.2
R05A10.3	cel:CELE_R05A10.3
R05D11.5	-
R05H5.3	cel:CELE_R05H5.3
gpx-2	cel:CELE_R05H10.5
agl-1	cel:CELE_R06A4.8
wago-1	cel:CELE_R06C7.1
adsl-1	cel:CELE_R06C7.5
vps-11	cel:CELE_R06F6.2
scav-5	cel:CELE_R07B1.3
glo-1	cel:CELE_R07B1.12
gana-1	cel:CELE_R07B7.11
R07B7.12	cel:CELE_R07B7.12
R07E3.1	cel:CELE_R07E3.1
acl-5	cel:CELE_R07E3.5
prdx-3	cel:CELE_R07E5.2
R07E5.4	cel:CELE_R07E5.4
R07E5.7	cel:CELE_R07E5.7
R07H5.8	-
R08A2.1	cel:CELE_R08A2.1
rbm-3.2	cel:CELE_R09B3.3
R09E10.5	cel:CELE_R09E10.5
R09H10.3	cel:CELE_R09H10.3
R09H10.5	cel:CELE_R09H10.5
R10E9.2	cel:CELE_R10E9.2
R10H10.3	cel:CELE_R10H10.3
pck-2	cel:CELE_R11A5.4
mask-1	cel:CELE_R11A8.7
R11H6.2	cel:CELE_R11H6.2
pho-8	cel:CELE_R13H4.3
R53.4	cel:CELE_R53.4
R53.5	cel:CELE_R53.5
R53.8	cel:CELE_R53.8
R74.2	cel:CELE_R74.2
ttr-29	cel:CELE_R90.4
R102.2	cel:CELE_R102.2
R102.4	cel:CELE_R102.4
R107.2	cel:CELE_R107.2
R166.2	cel:CELE_R166.2
R186.3	cel:CELE_R186.3
zipt-9	cel:CELE_T01D3.5
T01D3.6	cel:CELE_T01D3.6
sec-31	cel:CELE_T01G1.3
T02E1.6	cel:CELE_T02E1.6
T02E9.5	cel:CELE_T02E9.5
T03D8.6	cel:CELE_T03D8.6
qdpr-1	cel:CELE_T03F6.1
T03F6.3	cel:CELE_T03F6.3
T03F6.6	cel:CELE_T03F6.6
nifk-1	cel:CELE_T04A8.6
T04A8.7	cel:CELE_T04A8.7
T04F8.7	cel:CELE_T04F8.7
aldo-1	cel:CELE_T05D4.1
T05E11.2	-
enpl-1	cel:CELE_T05E11.3
imp-2	cel:CELE_T05E11.5
T05E12.3	cel:CELE_T05E12.3
nra-2	cel:CELE_T05F1.1
T05G5.5	cel:CELE_T05G5.5
rmd-1	cel:CELE_T05G5.7
vps-53	cel:CELE_T05G5.8
T05H10.1	cel:CELE_T05H10.1
pdha-1	cel:CELE_T05H10.6
T06D8.2	cel:CELE_T06D8.2
fndc-1	cel:CELE_T06D8.7
T06D8.9	cel:CELE_T06D8.9
acl-2	cel:CELE_T06E8.1
umps-1	cel:CELE_T07C4.1
T07C4.3	cel:CELE_T07C4.3
ttr-15	cel:CELE_T07C4.5
ttr-46	cel:CELE_T07C12.7
ddx-19	cel:CELE_T07D4.4
anp-1	cel:CELE_T07F10.1
T07G12.5	cel:CELE_T07G12.5
sftb-1	cel:CELE_T08A11.2
T08G11.1	cel:CELE_T08G11.1
ostb-1	cel:CELE_T09A5.11
T09B9.3	cel:CELE_T09B9.3
cni-1	cel:CELE_T09E8.3
cyp-13A5	cel:CELE_T10B9.2
phat-6	cel:CELE_T10B10.6
hip-1	cel:CELE_T12D8.8
T12G3.4	cel:CELE_T12G3.4
tgn-38	cel:CELE_T12G3.7
T13F3.7	cel:CELE_T13F3.7
ctg-2	cel:CELE_T13H5.2
T13H5.8	cel:CELE_T13H5.8
agxt-1	cel:CELE_T14D7.1
T14G8.3	cel:CELE_T14G8.3
T14G10.5	-
hpo-5	-
nep-21	cel:CELE_T16A9.4
T16A9.5	cel:CELE_T16A9.5
T16G1.9	cel:CELE_T16G1.9
T16G12.1	cel:CELE_T16G12.1
bath-43	cel:CELE_T16H12.5
T19A6.1	cel:CELE_T19A6.1
cyp-29A2	cel:CELE_T19B10.1
T19B10.2	cel:CELE_T19B10.2
T19B10.8	-
T19C9.8	cel:CELE_T19C9.8
chil-26	cel:CELE_T19H5.2
clec-26	cel:CELE_T20B3.12
T20D3.2	-
T20F10.2	cel:CELE_T20F10.2
chc-1	cel:CELE_T20G5.1
enol-1	cel:CELE_T21B10.2
T21C9.6	cel:CELE_T21C9.6
hlb-1	cel:CELE_T21H8.1
T22C1.9	cel:CELE_T22C1.9
T22G5.1	cel:CELE_T22G5.1
sptl-3	cel:CELE_T22G5.5
scrm-1	cel:CELE_T22H2.5
ppm-2	cel:CELE_T23F11.1
T23G4.5	cel:CELE_T23G4.5
T23G11.1	cel:CELE_T23G11.1
lron-9	cel:CELE_T23G11.6
T23G11.7	cel:CELE_T23G11.7
T25B9.9	cel:CELE_T25B9.9
T25C12.3	cel:CELE_T25C12.3
T25G3.3	cel:CELE_T25G3.3
T25G3.4	-
T27D12.1	cel:CELE_T27D12.1
T27E7.1	cel:CELE_T27E7.1
abcf-2	cel:CELE_T27E9.7
clec-12	cel:CELE_T27F6.2
T27F6.7	cel:CELE_T27F6.7
del-4	cel:CELE_T28B8.5
T28D6.6	cel:CELE_T28D6.6
T28D6.7	cel:CELE_T28D6.7
nra-1	cel:CELE_T28F3.1
T28F3.5	cel:CELE_T28F3.5
T28F3.8	cel:CELE_T28F3.8
asic-2	cel:CELE_T28F4.2
T28H10.3	-
inos-1	cel:CELE_VF13D12L.1
VF13D12L.3	cel:CELE_VF13D12L.3
ucr-2.1	cel:CELE_VW06B3R.1
W01D2.1	cel:CELE_W01D2.1
W01F3.2	cel:CELE_W01F3.2
W02B12.1	cel:CELE_W02B12.1
clec-50	cel:CELE_W04E12.8
lpr-6	cel:CELE_W04G3.1
W04G3.5	cel:CELE_W04G3.5
spe-46	cel:CELE_W06D4.2
immt-2	cel:CELE_W06H3.1
ctps-1	cel:CELE_W06H3.3
W07E11.1	cel:CELE_W07E11.1
mtr-4	cel:CELE_W08D2.7
ola-1	cel:CELE_W08E3.3
pptr-1	cel:CELE_W08G11.4
cox-4	cel:CELE_W09C5.8
zmp-4	cel:CELE_W09D12.1
W09G3.8	cel:CELE_W09G3.8
nduf-7	cel:CELE_W10D5.2
ttr-16	cel:CELE_Y5F2A.1
ttr-17	cel:CELE_Y5F2A.2
agef-1	cel:CELE_Y6B3A.1
Y6B3B.4	cel:CELE_Y6B3B.4
Y7A5A.1	cel:CELE_Y7A5A.1
Y9C2UA.1	cel:CELE_Y9C2UA.1
Y12A6A.1	cel:CELE_Y12A6A.1
Y16B4A.2	cel:CELE_Y16B4A.2
arrd-7	cel:CELE_Y17G7B.11
clec-104	cel:CELE_Y18D10A.10
Y18D10A.11	cel:CELE_Y18D10A.11
car-1	cel:CELE_Y18D10A.17
Y18D10A.23	cel:CELE_Y18D10A.23
hpo-2	cel:CELE_Y26D4A.2
Y32F6A.4	cel:CELE_Y32F6A.4
Y32F6A.5	cel:CELE_Y32F6A.5
crp-1	cel:CELE_Y32F6B.3
Y37A1B.5	-
Y37D8A.2	cel:CELE_Y37D8A.2
Y37D8A.6	cel:CELE_Y37D8A.6
spcs-2	cel:CELE_Y37D8A.10
cox-5A	cel:CELE_Y37D8A.14
npp-25	cel:CELE_Y37D8A.17
Y37D8A.19	cel:CELE_Y37D8A.19
epg-3	cel:CELE_Y37D8A.22
Y37H9A.3	-
lips-15	cel:CELE_Y38E10A.7
Y38E10A.17	cel:CELE_Y38E10A.17
Y38E10A.22	cel:CELE_Y38E10A.22
hphd-1	cel:CELE_Y38F1A.6
Y38H6C.15	cel:CELE_Y38H6C.15
Y38H8A.3	cel:CELE_Y38H8A.3
lron-10	cel:CELE_Y39A1A.7
hex-3	cel:CELE_Y39A1C.4
pph-5	cel:CELE_Y39B6A.2
Y39B6A.10	cel:CELE_Y39B6A.10
asp-16	cel:CELE_Y39B6A.23
asp-17	cel:CELE_Y39B6A.24
Y39B6A.30	cel:CELE_Y39B6A.30
Y39E4A.1	cel:CELE_Y39E4A.1
abce-1	cel:CELE_Y39E4B.1
Y39G8B.1	cel:CELE_Y39G8B.1
eif-3.J	cel:CELE_Y40B1B.5
Y40H7A.10	cel:CELE_Y40H7A.10
sup-1	cel:CELE_Y41C4A.13
Y41E3.1	cel:CELE_Y41E3.1
eef-1B.2	cel:CELE_Y41E3.10
hrpu-1	cel:CELE_Y41E3.11
Y43C5A.2	cel:CELE_Y43C5A.2
Y43F4B.5	cel:CELE_Y43F4B.5
Y43F4B.7	-
Y43F8A.2	cel:CELE_Y43F8A.2
Y43F8C.3	cel:CELE_Y43F8C.3
Y43F8C.5	cel:CELE_Y43F8C.5
Y43F8C.7	cel:CELE_Y43F8C.7
Y43F8C.13	cel:CELE_Y43F8C.13
acdh-11	cel:CELE_Y45F3A.3
Y45F10C.4	cel:CELE_Y45F10C.4
snrp-200	cel:CELE_Y46G5A.4
pisy-1	cel:CELE_Y46G5A.5
cnp-2	cel:CELE_Y46G5A.10
vps-2	cel:CELE_Y46G5A.12
Y46G5A.14	cel:CELE_Y46G5A.14
cpt-1	cel:CELE_Y46G5A.17
Y46G5A.34	cel:CELE_Y46G5A.34
rsks-1	cel:CELE_Y47D3A.16
Y47D3A.21	cel:CELE_Y47D3A.21
gly-9	cel:CELE_Y47D3A.23
Y47H9C.1	cel:CELE_Y47H9C.1
Y48A6B.3	cel:CELE_Y48A6B.3
Y48B6A.1	cel:CELE_Y48B6A.1
men-1	cel:CELE_Y48B6A.12
ddl-2	cel:CELE_Y48E1B.1
Y48G10A.1	cel:CELE_Y48G10A.1
Y48G10A.3	cel:CELE_Y48G10A.3
cept-2	cel:CELE_Y49A3A.1
vha-13	cel:CELE_Y49A3A.2
tat-1	cel:CELE_Y49E10.11
Y49E10.16	cel:CELE_Y49E10.16
Y49E10.18	cel:CELE_Y49E10.18
scav-3	cel:CELE_Y49E10.20
hmit-1.1	cel:CELE_Y51A2D.4
Y51A2D.8	cel:CELE_Y51A2D.8
ttr-24	cel:CELE_Y51A2D.9
ttr-25	cel:CELE_Y51A2D.10
ttr-26	cel:CELE_Y51A2D.11
Y51H1A.3	cel:CELE_Y51H1A.3
Y51H4A.7	cel:CELE_Y51H4A.7
Y51H4A.8	cel:CELE_Y51H4A.8
clec-92	cel:CELE_Y52B11A.5
Y53C12A.3	cel:CELE_Y53C12A.3
mop-25.2	cel:CELE_Y53C12A.4
Y53C12B.1	cel:CELE_Y53C12B.1
Y53F4A.2	cel:CELE_Y53F4A.2
Y53F4B.18	cel:CELE_Y53F4B.18
arp-1	cel:CELE_Y53F4B.22
cutl-10	cel:CELE_Y53H1B.1
Y53H1B.2	cel:CELE_Y53H1B.2
zipt-2.3	cel:CELE_Y54G9A.4
bub-3	cel:CELE_Y54G9A.6
Y54G11A.7	cel:CELE_Y54G11A.7
efa-6	cel:CELE_Y55D9A.1
Y56A3A.6	cel:CELE_Y56A3A.6
Y56A3A.7	cel:CELE_Y56A3A.7
faah-4	cel:CELE_Y56A3A.12
trap-4	cel:CELE_Y56A3A.21
txdc-12.1	cel:CELE_Y57A10A.23
Y57A10A.26	cel:CELE_Y57A10A.26
daf-22	cel:CELE_Y57A10C.6
Y57G11A.2	cel:CELE_Y57G11A.2
pals-30	cel:CELE_Y57G11B.1
Y57G11B.5	cel:CELE_Y57G11B.5
Y57G11C.3	cel:CELE_Y57G11C.3
vti-1	cel:CELE_Y57G11C.4
sec-61	-
Y57G11C.33	cel:CELE_Y57G11C.33
tcc-1	cel:CELE_Y59A8A.3
prp-6	cel:CELE_Y59A8B.6
Y59A8B.8	cel:CELE_Y59A8B.8
nova-1	cel:CELE_Y59A8B.10
abhd-3.1	cel:CELE_Y60A3A.7
Y60A3A.9	-
emc-3	cel:CELE_Y62E10A.10
Y62H9A.3	cel:CELE_Y62H9A.3
Y62H9A.4	cel:CELE_Y62H9A.4
Y62H9A.5	cel:CELE_Y62H9A.5
ule-5	cel:CELE_Y62H9A.6
Y63D3A.8	-
kdp-1	cel:CELE_Y67H2A.5
Y68A4B.3	cel:CELE_Y68A4B.3
Y69E1A.1	cel:CELE_Y69E1A.1
Y69E1A.2	-
Y69E1A.5	cel:CELE_Y69E1A.5
egas-3	cel:CELE_Y69H2.2
Y69H2.3	cel:CELE_Y69H2.3
Y69H2.10	cel:CELE_Y69H2.10
egas-1	cel:CELE_Y69H2.11
col-42	cel:CELE_Y69H2.14
Y70G10A.2	cel:CELE_Y70G10A.2
Y71A12B.12	cel:CELE_Y71A12B.12
Y75B8A.13	cel:CELE_Y75B8A.13
Y75B8A.33	cel:CELE_Y75B8A.33
acs-5	cel:CELE_Y76A2B.3
Y79H2A.2	cel:CELE_Y79H2A.2
gpi-1	cel:CELE_Y87G2A.8
vps-28	cel:CELE_Y87G2A.10
cand-1	cel:CELE_Y102A5A.1
Y105C5A.8	cel:CELE_Y105C5A.8
Y105C5B.5	cel:CELE_Y105C5B.5
Y105C5B.14	-
Y105C5B.15	cel:CELE_Y105C5B.15
Y105C5B.17	cel:CELE_Y105C5B.17
Y105C5B.18	cel:CELE_Y105C5B.18
Y105E8A.2	cel:CELE_Y105E8A.2
Y105E8A.3	-
yars-1	cel:CELE_Y105E8A.19
hprt-1	cel:CELE_Y105E8B.5
Y105E8B.7	cel:CELE_Y105E8B.7
Y105E8B.9	cel:CELE_Y105E8B.9
Y106G6D.8	cel:CELE_Y106G6D.8
csnk-1	cel:CELE_Y106G6E.6
Y106G6G.4	cel:CELE_Y106G6G.4
Y106G6H.1	cel:CELE_Y106G6H.1
Y106G6H.8	cel:CELE_Y106G6H.8
Y106G6H.14	cel:CELE_Y106G6H.14
tpst-1	cel:CELE_Y111B2A.15
Y113G7A.16	cel:CELE_Y113G7A.16
cdkr-3	cel:CELE_Y113G7B.16
prmt-1	cel:CELE_Y113G7B.17
Y113G7C.1	cel:CELE_Y113G7C.1
ZC247.1	cel:CELE_ZC247.1
cbs-1	cel:CELE_ZC373.1
ZC373.2	cel:CELE_ZC373.2
ZC376.8	cel:CELE_ZC376.8
msa-1	cel:CELE_ZC410.5
ZC412.3	cel:CELE_ZC412.3
ZC434.8	cel:CELE_ZC434.8
ZC443.1	cel:CELE_ZC443.1
ugt-16	cel:CELE_ZC443.6
ugt-5	cel:CELE_ZC455.6
rad-23	cel:CELE_ZK20.3
nep-1	cel:CELE_ZK20.6
clec-94	cel:CELE_ZK39.3
clec-96	cel:CELE_ZK39.5
clec-99	cel:CELE_ZK39.8
tep-1	cel:CELE_ZK337.1
sec-16	-
pyk-2	cel:CELE_ZK593.1
ZK632.4	cel:CELE_ZK632.4
ZK632.10	cel:CELE_ZK632.10
ZK632.12	cel:CELE_ZK632.12
lnkn-1	cel:CELE_ZK637.3
asna-1	cel:CELE_ZK637.5
glb-1	cel:CELE_ZK637.13
clec-60	cel:CELE_ZK666.6
clec-61	cel:CELE_ZK666.7
dbt-1	cel:CELE_ZK669.4
ZK669.5	cel:CELE_ZK669.5
ZK675.4	cel:CELE_ZK675.4
dhhc-4	cel:CELE_ZK757.4
ZK795.2	cel:CELE_ZK795.2
ZK822.2	cel:CELE_ZK822.2
ZK822.4	cel:CELE_ZK822.4
gdh-1	cel:CELE_ZK829.4
ZK829.7	cel:CELE_ZK829.7
ZK849.6	cel:CELE_ZK849.6
ZK856.5	cel:CELE_ZK856.5
clec-91	cel:CELE_ZK858.3
ZK858.6	cel:CELE_ZK858.6
ZK863.8	cel:CELE_ZK863.8
ZK896.1	cel:CELE_ZK896.1
ZK896.4	cel:CELE_ZK896.4
ZK896.5	cel:CELE_ZK896.5
clec-186	cel:CELE_ZK896.7
ZK899.2	cel:CELE_ZK899.2
ZK909.3	cel:CELE_ZK909.3
ZK1037.6	cel:CELE_ZK1037.6
ZK1053.2	cel:CELE_ZK1053.2
ccdc-47	cel:CELE_ZK1058.4
nit-1	cel:CELE_ZK1058.6
ZK1073.1	cel:CELE_ZK1073.1
obr-3	cel:CELE_ZK1086.1
eif-2Balpha	cel:CELE_ZK1098.4
trpp-3	cel:CELE_ZK1098.5
vps-29	cel:CELE_ZK1128.8
ZK1307.1	cel:CELE_ZK1307.1
ZK1307.8	cel:CELE_ZK1307.8
ZK1320.3	cel:CELE_ZK1320.3
ZK1320.9	cel:CELE_ZK1320.9
C05D12.3	cel:CELE_C05D12.3
zipt-2.1	cel:CELE_C06G8.3
ptps-1	cel:CELE_B0041.6
B0207.5	cel:CELE_B0207.5
cyp-34A9	cel:CELE_B0213.15
faah-1	cel:CELE_B0218.1
faah-2	cel:CELE_B0218.2
clec-52	cel:CELE_B0218.8
pitr-3	cel:CELE_B0222.3
B0228.7	cel:CELE_B0228.7
egg-1	cel:CELE_B0244.8
ggtb-1	cel:CELE_B0280.1
rpia-1	cel:CELE_B0280.3
cpg-2	cel:CELE_B0280.5
pacs-1	cel:CELE_T18H9.7
B0302.5	cel:CELE_B0302.5
B0303.3	cel:CELE_B0303.3
ugt-46	cel:CELE_B0310.5
abi-1	cel:CELE_B0336.6
B0348.2	cel:CELE_B0348.2
B0353.1	cel:CELE_B0353.1
algn-11	cel:CELE_B0361.8
ykt-6	cel:CELE_B0361.10
pdi-6	cel:CELE_B0403.4
B0416.5	cel:CELE_B0416.5
djr-1.1	cel:CELE_B0432.2
B0495.7	cel:CELE_B0495.7
valv-1	cel:CELE_B0496.7
B0507.2	cel:CELE_B0507.2
ddn-1	cel:CELE_B0507.10
dod-20	cel:CELE_B0554.6
C01B10.3	cel:CELE_C01B10.3
C01B10.6	cel:CELE_C01B10.6
C01F1.3	-
rga-6	cel:CELE_C01F4.2
ivd-1	cel:CELE_C02B10.1
C02B10.3	cel:CELE_C02B10.3
nra-4	cel:CELE_C02E11.1
C02F5.3	cel:CELE_C02F5.3
scav-1	cel:CELE_C03F11.3
sdha-1	cel:CELE_C03G5.1
cyp-35A2	cel:CELE_C03G6.15
clec-10	cel:CELE_C03H5.1
nstp-4	cel:CELE_C03H5.2
pdhb-1	cel:CELE_C04C3.3
C05D2.8	cel:CELE_C05D2.8
C05D9.3	cel:CELE_C05D9.3
C05D11.1	cel:CELE_C05D11.1
mvb-12	cel:CELE_C06A6.3
C06A6.4	cel:CELE_C06A6.4
erp-44.2	cel:CELE_C06A6.5
mthf-1	cel:CELE_C06A8.1
doxa-1	cel:CELE_C06E1.3
sams-4	cel:CELE_C06E7.3
C06G3.5	-
C07A12.7	cel:CELE_C07A12.7
C07D8.6	cel:CELE_C07D8.6
irg-1	cel:CELE_C07G3.2
ugt-64	cel:CELE_C07G3.9
C09D4.2	cel:CELE_C09D4.2
mlt-10	cel:CELE_C09E8.3
C09G12.5	cel:CELE_C09G12.5
tsg-101	cel:CELE_C09G12.9
mct-6	cel:CELE_C10E2.6
cpg-4	cel:CELE_C10F3.1
C10G8.4	cel:CELE_C10G8.4
chdp-1	cel:CELE_C10G11.7
ugt-26	cel:CELE_C10H11.6
C11D2.7	cel:CELE_C11D2.7
C12D12.1	cel:CELE_C12D12.1
C13A10.1	cel:CELE_C13A10.1
copd-1	cel:CELE_C13B9.3
C14B9.2	cel:CELE_C14B9.2
C14B9.10	cel:CELE_C14B9.10
C14C6.5	cel:CELE_C14C6.5
C14C6.6	cel:CELE_C14C6.6
hex-2	cel:CELE_C14C11.3
C14C11.4	cel:CELE_C14C11.4
got-2.2	cel:CELE_C14F11.1
C15H9.4	cel:CELE_C15H9.4
kynu-1	cel:CELE_C15H9.7
C15H9.9	cel:CELE_C15H9.9
oatr-1	cel:CELE_C16A3.10
C16C8.7	cel:CELE_C16C8.7
C16C8.8	cel:CELE_C16C8.8
C16C8.19	cel:CELE_C16C8.19
C16D9.4	cel:CELE_C16D9.4
C17F3.1	cel:CELE_C17F3.1
C17F4.7	cel:CELE_C17F4.7
eif-3.L	cel:CELE_C17G10.9
dyci-1	cel:CELE_C17H12.1
C17H12.2	cel:CELE_C17H12.2
C17H12.8	cel:CELE_C17H12.8
C18B2.4	cel:CELE_C18B2.4
C18B2.5	cel:CELE_C18B2.5
ugt-48	cel:CELE_C18C4.3
C18C4.7	cel:CELE_C18C4.5
C18F10.7	cel:CELE_C18F10.7
C18H7.1	cel:CELE_C18H7.1
C18H9.6	cel:CELE_C18H9.6
C23G10.2	cel:CELE_C23G10.2
C23H3.2	cel:CELE_C23H3.2
sptl-1	cel:CELE_C23H3.4
C23H5.8	cel:CELE_C23H5.8
C24A3.2	cel:CELE_C24A3.2
C24B9.3	cel:CELE_C24B9.3
C24D10.2	cel:CELE_C24D10.2
mms-19	cel:CELE_C24G6.3
C25A8.2	cel:CELE_C25A8.2
cht-3	cel:CELE_C25A8.4
clec-266	cel:CELE_C25B8.4
dpyd-1	cel:CELE_C25F6.3
C25G6.1	cel:CELE_C25G6.1
C25H3.11	cel:CELE_C25H3.8
C26B9.5	cel:CELE_C26B9.5
ntl-9	cel:CELE_C26E6.3
C28C12.3	cel:CELE_C28C12.3
sec-15	cel:CELE_C28G1.3
C28H8.3	cel:CELE_C28H8.3
erd-2.2	cel:CELE_C28H8.4
tdo-2	cel:CELE_C28H8.11
gsto-1	cel:CELE_C29E4.7
C29F5.1	cel:CELE_C29F5.1
C29G2.3	cel:CELE_C29G2.3
C29G2.6	cel:CELE_C29G2.6
C29H12.2	cel:CELE_C29H12.2
hsp-110	cel:CELE_C30C11.4
vha-16	cel:CELE_C30F8.2
idhg-2	cel:CELE_C30F12.7
erp-44.1	cel:CELE_C30H7.2
C31H1.5	cel:CELE_C31H1.5
C32D5.8	cel:CELE_C32D5.8
tppp-1	cel:CELE_C32E8.3
C32E8.4	cel:CELE_C32E8.4
obr-4	cel:CELE_C32F10.1
C32F10.4	cel:CELE_C32F10.4
C32F10.8	cel:CELE_C32F10.8
gba-1	cel:CELE_C33C12.3
C33C12.4	cel:CELE_C33C12.4
rsef-1	cel:CELE_C33D12.6
srab-4	cel:CELE_C33G8.5
sec-10	cel:CELE_C33H5.9
cdgs-1	cel:CELE_C33H5.18
sdha-2	cel:CELE_C34B2.7
C34B2.9	cel:CELE_C34B2.9
spcs-1	cel:CELE_C34B2.10
C34B2.11	cel:CELE_C34B2.11
C34D4.4	cel:CELE_C34D4.4
hecd-1	cel:CELE_C34D4.14
prmt-5	cel:CELE_C34E10.5
ampd-1	cel:CELE_C34F11.3
hpo-27	cel:CELE_C34G6.1
tyr-4	cel:CELE_C34G6.2
noah-1	cel:CELE_C34G6.6
C34H4.1	cel:CELE_C34H4.1
C34H4.2	cel:CELE_C34H4.2
C35B1.5	cel:CELE_C35B1.5
C35D10.1	cel:CELE_C35D10.1
C35D10.10	cel:CELE_C35D10.10
clec-5	cel:CELE_C35D10.14
C35E7.9	cel:CELE_C35E7.9
C36B7.6	cel:CELE_C36B7.6
C37A2.7	cel:CELE_C37A2.7
C37C3.2	cel:CELE_C37C3.2
C37C3.12	cel:CELE_C37C3.12
adss-1	cel:CELE_C37H5.6
C39D10.6	cel:CELE_C39D10.6
C39D10.7	cel:CELE_C39D10.7
C39H7.1	cel:CELE_C39H7.1
C39H7.4	cel:CELE_C39H7.4
C41G11.1	cel:CELE_C41G11.1
tag-335	cel:CELE_C42C1.5
oac-59	cel:CELE_C42C1.7
ltah-1.1	cel:CELE_C42C1.11
C42D4.1	cel:CELE_C42D4.1
exoc-7	cel:CELE_C43E11.8
C43E11.9	cel:CELE_C43E11.9
bicd-1	cel:CELE_C43G2.2
C43G2.3	cel:CELE_C43G2.3
clhm-1	cel:CELE_C44B7.4
C44B7.5	cel:CELE_C44B7.5
acer-1	cel:CELE_C44B7.10
C44B7.11	cel:CELE_C44B7.11
perm-2	cel:CELE_C44B12.1
perm-4	cel:CELE_C44B12.5
vps-45	cel:CELE_C44C1.4
ubr-4	cel:CELE_C44E4.1
got-2.1	cel:CELE_C44E4.3
ssb-1	cel:CELE_C44E4.4
acbp-1	cel:CELE_C44E4.6
C46E10.1	cel:CELE_C46E10.1
acs-17	cel:CELE_C46F4.2
pitr-1	cel:CELE_C48A7.2
C48E7.1	cel:CELE_C48E7.1
C49C8.5	cel:CELE_C49C8.5
C50D2.7	cel:CELE_C50D2.7
sucg-1	cel:CELE_C50F7.4
klo-1	cel:CELE_C50F7.10
cyp-33C9	cel:CELE_C50H11.15
C52A10.1	-
C52B9.4	cel:CELE_C52B9.4
lst-5	cel:CELE_C52E12.6
C53D5.5	cel:CELE_C53D5.5
drn-1	cel:CELE_C54A12.4
lam-2	cel:CELE_C54D1.5
C54E4.4	cel:CELE_C54E4.4
acdh-1	cel:CELE_C55B7.4
atic-1	cel:CELE_C55F2.1
vps-32.1	cel:CELE_C56C10.3
epg-5	cel:CELE_C56C10.12
rpn-13	cel:CELE_C56G2.7
vps-37	cel:CELE_CD4.4
acly-1	cel:CELE_D1005.1
acs-22	cel:CELE_D1009.1
snap-1	cel:CELE_D1014.3
D1022.4	cel:CELE_D1022.4
D1069.1	cel:CELE_D1069.1
